Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Betyg per ämne årskurs 6
Valt läsår: 2018/19

;;;;;;Antal elever;Antal elever;Antal elever;Andel (%) med A-E;Andel (%) med A-E;Andel (%) med A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Hjo;1497;Västra Götalands län;14;Samtliga;Geografi;90;33;57;~100;100,0;~100;14,0;14,8;13,5;
Hjo;1497;Västra Götalands län;14;Kommunal;Geografi;90;33;57;~100;100,0;~100;14,0;14,8;13,5;
Hofors;2104;Gävleborgs län;21;Samtliga;Geografi;83;39;44;92,8;~100;~100;11,9;13,5;10,5;
Hofors;2104;Gävleborgs län;21;Kommunal;Geografi;83;39;44;92,8;~100;~100;11,9;13,5;10,5;
Huddinge;0126;Stockholms län;01;Samtliga;Geografi;1 187;551;636;93,7;94,0;93,4;13,3;13,8;12,9;
Huddinge;0126;Stockholms län;01;Kommunal;Geografi;934;439;495;92,4;92,7;92,1;13,1;13,5;12,7;
Huddinge;0126;Stockholms län;01;Enskild;Geografi;253;112;141;~100;~100;~100;14,2;14,9;13,7;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Geografi;436;206;230;94,5;95,6;93,5;12,6;13,0;12,2;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Geografi;409;193;216;94,6;95,3;94,0;12,7;13,1;12,3;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Geografi;27;13;14;~100;100,0;~100;11,3;12,1;10,5;
Hultsfred;0860;Kalmar län;08;Samtliga;Geografi;113;56;57;85,8;87,5;84,2;12,2;11,6;12,7;
Hultsfred;0860;Kalmar län;08;Kommunal;Geografi;113;56;57;85,8;87,5;84,2;12,2;11,6;12,7;
Hultsfred;0860;Kalmar län;08;Enskild;Geografi;.;.;.;.;.;.;.;.;.;
Hylte;1315;Hallands län;13;Samtliga;Geografi;160;90;70;91,3;93,3;88,6;12,1;12,6;11,4;
Hylte;1315;Hallands län;13;Kommunal;Geografi;160;90;70;91,3;93,3;88,6;12,1;12,6;11,4;
Hylte;1315;Hallands län;13;Enskild;Geografi;.;.;.;.;.;.;.;.;.;
Håbo;0305;Uppsala län;03;Samtliga;Geografi;321;153;168;97,5;..;~100;14,6;14,9;14,4;
Håbo;0305;Uppsala län;03;Kommunal;Geografi;275;134;141;97,1;..;~100;14,6;14,7;14,5;
Håbo;0305;Uppsala län;03;Enskild;Geografi;46;19;27;100,0;100,0;100,0;14,6;15,9;13,6;
Hällefors;1863;Örebro län;18;Samtliga;Geografi;56;26;30;100,0;100,0;100,0;12,8;13,8;11,9;
Hällefors;1863;Örebro län;18;Kommunal;Geografi;56;26;30;100,0;100,0;100,0;12,8;13,8;11,9;
Härjedalen;2361;Jämtlands län;23;Samtliga;Geografi;88;41;47;93,2;~100;~100;12,2;13,1;11,5;
Härjedalen;2361;Jämtlands län;23;Kommunal;Geografi;88;41;47;93,2;~100;~100;12,2;13,1;11,5;
Härnösand;2280;Västernorrlands län;22;Samtliga;Geografi;279;135;144;88,9;91,1;86,8;12,9;13,5;12,3;
Härnösand;2280;Västernorrlands län;22;Kommunal;Geografi;260;122;138;88,5;91,0;86,2;12,9;13,5;12,3;
Härnösand;2280;Västernorrlands län;22;Enskild;Geografi;19;..;..;~100;~100;..;13,1;13,5;..;
Härryda;1401;Västra Götalands län;14;Samtliga;Geografi;125;56;69;92,8;~100;..;13,2;13,6;12,9;
Härryda;1401;Västra Götalands län;14;Kommunal;Geografi;125;56;69;92,8;~100;..;13,2;13,6;12,9;
Härryda;1401;Västra Götalands län;14;Enskild;Geografi;.;.;.;.;.;.;.;.;.;
Hässleholm;1293;Skåne län;12;Samtliga;Geografi;607;311;296;91,3;93,9;88,5;13,1;14,0;12,1;
Hässleholm;1293;Skåne län;12;Kommunal;Geografi;544;281;263;90,4;93,6;87,1;12,7;13,6;11,7;
Hässleholm;1293;Skåne län;12;Enskild;Geografi;63;30;33;~100;~100;100,0;16,5;17,5;15,6;
Höganäs;1284;Skåne län;12;Samtliga;Geografi;335;174;161;92,5;93,1;91,9;12,9;13,2;12,7;
Höganäs;1284;Skåne län;12;Kommunal;Geografi;304;161;143;91,8;92,5;90,9;12,8;13,1;12,5;
Höganäs;1284;Skåne län;12;Enskild;Geografi;31;13;18;100,0;100,0;100,0;14,0;14,0;13,9;
Högsby;0821;Kalmar län;08;Samtliga;Geografi;79;41;38;91,1;~100;~100;12,3;12,3;12,4;
Högsby;0821;Kalmar län;08;Kommunal;Geografi;79;41;38;91,1;~100;~100;12,3;12,3;12,4;
Hörby;1266;Skåne län;12;Samtliga;Geografi;165;79;86;94,5;~100;..;12,7;12,9;12,5;
Hörby;1266;Skåne län;12;Kommunal;Geografi;144;67;77;93,8;~100;..;12,4;12,6;12,2;
Hörby;1266;Skåne län;12;Enskild;Geografi;21;..;..;100,0;100,0;..;14,5;14,2;..;
Höör;1267;Skåne län;12;Samtliga;Geografi;99;46;53;~100;~100;100,0;14,4;14,6;14,2;
Höör;1267;Skåne län;12;Kommunal;Geografi;59;22;37;~100;~100;100,0;14,3;14,0;14,4;
Höör;1267;Skåne län;12;Enskild;Geografi;40;24;16;~100;~100;100,0;14,6;15,1;13,8;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Geografi;35;22;13;80,0;~100;~100;10,6;11,5;9,0;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Geografi;35;22;13;80,0;~100;~100;10,6;11,5;9,0;
Jokkmokk;2510;Norrbottens län;25;Enskild;Geografi;.;.;.;.;.;.;.;.;.;
Järfälla;0123;Stockholms län;01;Samtliga;Geografi;749;327;422;94,1;92,7;95,3;13,0;13,2;12,8;
Järfälla;0123;Stockholms län;01;Kommunal;Geografi;575;261;314;93,2;92,0;94,3;12,8;13,1;12,6;
Järfälla;0123;Stockholms län;01;Enskild;Geografi;174;66;108;97,1;~100;~100;13,5;13,6;13,4;
Jönköping;0680;Jönköpings län;06;Samtliga;Geografi;1 514;767;747;96,2;97,1;95,3;13,6;14,2;13,1;
Jönköping;0680;Jönköpings län;06;Kommunal;Geografi;1 336;679;657;96,4;97,3;95,4;13,7;14,2;13,1;
Jönköping;0680;Jönköpings län;06;Enskild;Geografi;178;88;90;94,9;~100;..;13,6;14,3;12,9;
Kalix;2514;Norrbottens län;25;Samtliga;Geografi;173;80;93;~100;~100;~100;13,8;14,1;13,5;
Kalix;2514;Norrbottens län;25;Kommunal;Geografi;155;73;82;~100;100,0;~100;14,1;14,3;13,8;
Kalix;2514;Norrbottens län;25;Enskild;Geografi;18;..;..;~100;..;~100;11,0;..;10,9;
Kalmar;0880;Kalmar län;08;Samtliga;Geografi;735;361;374;95,0;95,6;94,4;13,7;14,1;13,2;
Kalmar;0880;Kalmar län;08;Kommunal;Geografi;684;330;354;94,9;95,5;94,4;13,7;14,2;13,4;
Kalmar;0880;Kalmar län;08;Enskild;Geografi;51;31;20;~100;~100;~100;12,6;13,5;11,1;
Karlsborg;1446;Västra Götalands län;14;Samtliga;Geografi;77;33;44;90,9;..;~100;11,9;12,1;11,8;
Karlsborg;1446;Västra Götalands län;14;Kommunal;Geografi;62;26;36;91,9;~100;~100;12,2;12,3;12,1;
Karlsborg;1446;Västra Götalands län;14;Enskild;Geografi;15;..;..;~100;..;..;10,8;..;..;
Karlshamn;1082;Blekinge län;10;Samtliga;Geografi;335;160;175;97,3;~100;..;13,8;14,3;13,5;
Karlshamn;1082;Blekinge län;10;Kommunal;Geografi;319;148;171;97,2;~100;..;13,8;14,2;13,4;
Karlshamn;1082;Blekinge län;10;Enskild;Geografi;16;..;..;100,0;100,0;..;15,3;14,6;..;
Karlskoga;1883;Örebro län;18;Samtliga;Geografi;372;174;198;90,1;93,1;87,4;11,9;12,8;11,1;
Karlskoga;1883;Örebro län;18;Kommunal;Geografi;352;162;190;90,1;93,2;87,4;11,8;12,8;11,1;
Karlskoga;1883;Örebro län;18;Enskild;Geografi;20;..;..;~100;~100;..;12,4;12,9;..;
Karlskrona;1080;Blekinge län;10;Samtliga;Geografi;695;334;361;95,4;96,1;94,7;12,9;13,4;12,5;
Karlskrona;1080;Blekinge län;10;Kommunal;Geografi;581;284;297;95,0;96,1;93,9;12,7;13,1;12,4;
Karlskrona;1080;Blekinge län;10;Enskild;Geografi;114;50;64;~100;~100;~100;13,9;14,7;13,4;
Karlstad;1780;Värmlands län;17;Samtliga;Geografi;942;447;495;95,8;97,3;94,3;13,8;14,4;13,2;
Karlstad;1780;Värmlands län;17;Kommunal;Geografi;779;360;419;95,5;97,2;94,0;13,7;14,2;13,2;
Karlstad;1780;Värmlands län;17;Enskild;Geografi;163;87;76;96,9;~100;~100;14,3;15,4;13,1;
Katrineholm;0483;Södermanlands län;04;Samtliga;Geografi;400;191;209;88,5;90,1;87,1;11,6;12,4;10,9;
Katrineholm;0483;Södermanlands län;04;Kommunal;Geografi;357;172;185;87,1;89,0;85,4;11,3;12,1;10,6;
Katrineholm;0483;Södermanlands län;04;Enskild;Geografi;43;19;24;100,0;100,0;100,0;13,7;14,9;12,7;
Kil;1715;Värmlands län;17;Samtliga;Geografi;149;73;76;93,3;~100;..;12,7;13,6;11,8;
Kil;1715;Värmlands län;17;Kommunal;Geografi;149;73;76;93,3;~100;..;12,7;13,6;11,8;
Kinda;0513;Östergötlands län;05;Samtliga;Geografi;126;65;61;92,1;~100;..;12,6;13,8;11,4;
Kinda;0513;Östergötlands län;05;Kommunal;Geografi;126;65;61;92,1;~100;..;12,6;13,8;11,4;
Kiruna;2584;Norrbottens län;25;Statlig;Geografi;20;10;10;100,0;100,0;100,0;15,8;15,5;16,0;
Kiruna;2584;Norrbottens län;25;Samtliga;Geografi;255;123;132;95,3;~100;..;13,0;14,3;11,7;
Kiruna;2584;Norrbottens län;25;Kommunal;Geografi;213;102;111;95,3;~100;..;12,7;14,2;11,3;
Kiruna;2584;Norrbottens län;25;Enskild;Geografi;22;11;11;~100;100,0;..;13,6;14,8;..;
Klippan;1276;Skåne län;12;Samtliga;Geografi;204;104;100;90,2;93,3;87,0;12,2;13,4;10,9;
Klippan;1276;Skåne län;12;Kommunal;Geografi;188;92;96;89,9;93,5;86,5;12,1;13,4;10,8;
Klippan;1276;Skåne län;12;Enskild;Geografi;16;..;..;~100;~100;..;13,3;13,5;..;
Knivsta;0330;Uppsala län;03;Samtliga;Geografi;251;128;123;98,0;~100;~100;13,7;14,2;13,1;
Knivsta;0330;Uppsala län;03;Kommunal;Geografi;251;128;123;98,0;~100;~100;13,7;14,2;13,1;
Knivsta;0330;Uppsala län;03;Enskild;Geografi;.;.;.;.;.;.;.;.;.;
Kramfors;2282;Västernorrlands län;22;Samtliga;Geografi;190;97;93;87,4;90,7;83,9;11,8;12,9;10,7;
Kramfors;2282;Västernorrlands län;22;Kommunal;Geografi;180;91;89;86,7;90,1;83,1;11,7;12,9;10,6;
Kramfors;2282;Västernorrlands län;22;Enskild;Geografi;10;..;..;100,0;..;..;12,8;..;..;
Kristianstad;1290;Skåne län;12;Samtliga;Geografi;1 004;503;501;89,0;90,7;87,4;12,4;13,1;11,7;
Kristianstad;1290;Skåne län;12;Kommunal;Geografi;900;447;453;88,2;89,9;86,5;12,4;13,1;11,7;
Kristianstad;1290;Skåne län;12;Enskild;Geografi;104;56;48;~100;~100;~100;12,5;12,9;12,1;
Kristinehamn;1781;Värmlands län;17;Samtliga;Geografi;257;123;134;91,4;~100;..;12,1;13,1;11,2;
Kristinehamn;1781;Värmlands län;17;Kommunal;Geografi;257;123;134;91,4;~100;..;12,1;13,1;11,2;
Krokom;2309;Jämtlands län;23;Samtliga;Geografi;224;107;117;95,1;~100;..;13,1;13,5;12,8;
Krokom;2309;Jämtlands län;23;Kommunal;Geografi;224;107;117;95,1;~100;..;13,1;13,5;12,8;
Kumla;1881;Örebro län;18;Samtliga;Geografi;159;84;75;88,7;92,9;84,0;11,2;11,7;10,7;
Kumla;1881;Örebro län;18;Kommunal;Geografi;159;84;75;88,7;92,9;84,0;11,2;11,7;10,7;
Kungsbacka;1384;Hallands län;13;Samtliga;Geografi;1 031;494;537;95,9;97,2;94,8;13,7;14,4;13,0;
Kungsbacka;1384;Hallands län;13;Kommunal;Geografi;946;464;482;95,9;97,0;94,8;13,7;14,5;12,9;
Kungsbacka;1384;Hallands län;13;Enskild;Geografi;85;30;55;~100;100,0;~100;13,8;13,8;13,8;
Kungsör;1960;Västmanlands län;19;Samtliga;Geografi;77;35;42;90,9;~100;~100;9,7;9,8;9,6;
Kungsör;1960;Västmanlands län;19;Kommunal;Geografi;77;35;42;90,9;~100;~100;9,7;9,8;9,6;
Kungälv;1482;Västra Götalands län;14;Samtliga;Geografi;416;180;236;97,6;~100;..;13,9;14,9;13,2;
Kungälv;1482;Västra Götalands län;14;Kommunal;Geografi;380;167;213;97,4;~100;..;13,9;14,7;13,2;
Kungälv;1482;Västra Götalands län;14;Enskild;Geografi;36;13;23;100,0;100,0;100,0;14,9;17,9;13,2;
Kävlinge;1261;Skåne län;12;Samtliga;Geografi;472;222;250;95,6;95,5;95,6;14,3;14,6;14,1;
Kävlinge;1261;Skåne län;12;Kommunal;Geografi;401;183;218;96,0;96,2;95,9;14,3;14,6;13,9;
Kävlinge;1261;Skåne län;12;Enskild;Geografi;71;39;32;93,0;~100;~100;14,6;14,4;14,9;
Köping;1983;Västmanlands län;19;Samtliga;Geografi;206;118;88;91,7;93,2;89,8;13,0;14,0;11,7;
Köping;1983;Västmanlands län;19;Kommunal;Geografi;206;118;88;91,7;93,2;89,8;13,0;14,0;11,7;
Laholm;1381;Hallands län;13;Samtliga;Geografi;296;147;149;92,9;94,6;91,3;13,2;13,6;12,8;
Laholm;1381;Hallands län;13;Kommunal;Geografi;296;147;149;92,9;94,6;91,3;13,2;13,6;12,8;
Laholm;1381;Hallands län;13;Enskild;Geografi;.;.;.;.;.;.;.;.;.;
Landskrona;1282;Skåne län;12;Samtliga;Geografi;474;225;249;93,0;92,0;94,0;13,3;13,8;12,8;
Landskrona;1282;Skåne län;12;Kommunal;Geografi;328;156;172;91,5;90,4;92,4;13,1;13,5;12,8;
Landskrona;1282;Skåne län;12;Enskild;Geografi;146;69;77;96,6;~100;~100;13,5;14,3;12,8;
Laxå;1860;Örebro län;18;Samtliga;Geografi;54;26;28;~100;~100;~100;13,6;13,8;13,3;
Laxå;1860;Örebro län;18;Kommunal;Geografi;54;26;28;~100;~100;~100;13,6;13,8;13,3;
Lekeberg;1814;Örebro län;18;Samtliga;Geografi;86;42;44;~100;~100;100,0;12,5;13,3;11,8;
Lekeberg;1814;Örebro län;18;Kommunal;Geografi;86;42;44;~100;~100;100,0;12,5;13,3;11,8;
Leksand;2029;Dalarnas län;20;Samtliga;Geografi;146;72;74;95,9;~100;~100;14,0;14,8;13,2;
Leksand;2029;Dalarnas län;20;Kommunal;Geografi;123;58;65;95,1;~100;~100;13,8;14,7;13,0;
Leksand;2029;Dalarnas län;20;Enskild;Geografi;23;..;..;100,0;100,0;..;14,8;15,4;..;
Lerum;1441;Västra Götalands län;14;Samtliga;Geografi;562;267;295;94,3;94,4;94,2;13,1;14,0;12,3;
Lerum;1441;Västra Götalands län;14;Kommunal;Geografi;535;252;283;94,0;94,0;94,0;13,1;14,0;12,3;
Lerum;1441;Västra Götalands län;14;Enskild;Geografi;27;15;12;100,0;100,0;100,0;12,6;13,5;11,5;
Lessebo;0761;Kronobergs län;07;Samtliga;Geografi;117;55;62;70,1;74,5;66,1;9,6;11,3;8,2;
Lessebo;0761;Kronobergs län;07;Kommunal;Geografi;117;55;62;70,1;74,5;66,1;9,6;11,3;8,2;
Lidingö;0186;Stockholms län;01;Samtliga;Geografi;572;236;336;95,5;96,2;94,9;15,2;16,0;14,5;
Lidingö;0186;Stockholms län;01;Kommunal;Geografi;477;187;290;94,5;95,2;94,1;15,0;15,9;14,4;
Lidingö;0186;Stockholms län;01;Enskild;Geografi;95;49;46;100,0;100,0;100,0;15,9;16,5;15,3;
Lidköping;1494;Västra Götalands län;14;Samtliga;Geografi;427;218;209;94,6;96,3;92,8;13,2;14,1;12,1;
Lidköping;1494;Västra Götalands län;14;Kommunal;Geografi;427;218;209;94,6;96,3;92,8;13,2;14,1;12,1;
Lidköping;1494;Västra Götalands län;14;Enskild;Geografi;.;.;.;.;.;.;.;.;.;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Geografi;130;60;70;93,8;~100;..;12,8;13,3;12,3;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Geografi;118;51;67;94,1;~100;..;12,9;13,8;12,3;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Geografi;12;..;..;~100;..;..;10,8;..;..;
Lindesberg;1885;Örebro län;18;Samtliga;Geografi;259;139;120;87,3;89,9;84,2;12,2;12,9;11,4;
Lindesberg;1885;Örebro län;18;Kommunal;Geografi;250;135;115;87,2;89,6;84,3;12,2;12,8;11,4;
Lindesberg;1885;Örebro län;18;Enskild;Geografi;..;..;..;..;..;..;..;..;..;
Linköping;0580;Östergötlands län;05;Samtliga;Geografi;1 711;806;905;92,7;95,8;89,9;13,4;14,6;12,3;
Linköping;0580;Östergötlands län;05;Kommunal;Geografi;1 521;735;786;92,4;95,5;89,6;13,4;14,5;12,3;
Linköping;0580;Östergötlands län;05;Enskild;Geografi;190;71;119;94,7;~100;..;13,5;15,0;12,5;
Ljungby;0781;Kronobergs län;07;Samtliga;Geografi;311;151;160;93,9;95,4;92,5;13,0;13,3;12,7;
Ljungby;0781;Kronobergs län;07;Kommunal;Geografi;290;139;151;93,4;95,0;92,1;12,9;13,1;12,6;
Ljungby;0781;Kronobergs län;07;Enskild;Geografi;21;..;..;100,0;100,0;..;14,6;15,2;..;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Geografi;175;87;88;90,3;94,3;86,4;12,0;12,7;11,3;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Geografi;155;76;79;89,0;93,4;84,8;11,8;12,5;11,0;
Ljusdal;2161;Gävleborgs län;21;Enskild;Geografi;20;..;..;100,0;100,0;..;13,9;14,3;..;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Geografi;38;14;24;78,9;~100;..;9,0;10,5;8,0;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Geografi;38;14;24;78,9;~100;..;9,0;10,5;8,0;
Lomma;1262;Skåne län;12;Samtliga;Geografi;177;85;92;97,2;~100;~100;14,5;14,6;14,4;
Lomma;1262;Skåne län;12;Kommunal;Geografi;158;78;80;~100;~100;~100;14,6;14,8;14,4;
Lomma;1262;Skåne län;12;Enskild;Geografi;19;..;..;~100;..;100,0;13,6;..;14,6;
Ludvika;2085;Dalarnas län;20;Samtliga;Geografi;282;141;141;87,2;87,9;86,5;11,5;11,7;11,3;
Ludvika;2085;Dalarnas län;20;Kommunal;Geografi;282;141;141;87,2;87,9;86,5;11,5;11,7;11,3;
Luleå;2580;Norrbottens län;25;Samtliga;Geografi;704;349;355;97,3;97,1;97,5;14,3;15,0;13,7;
Luleå;2580;Norrbottens län;25;Kommunal;Geografi;636;320;316;97,0;96,9;97,2;14,3;14,8;13,7;
Luleå;2580;Norrbottens län;25;Enskild;Geografi;68;29;39;100,0;100,0;100,0;15,0;16,6;13,8;
Lund;1281;Skåne län;12;Samtliga;Geografi;936;437;499;93,3;93,1;93,4;13,5;14,1;13,1;
Lund;1281;Skåne län;12;Kommunal;Geografi;676;314;362;91,4;91,1;91,7;13,2;13,8;12,8;
Lund;1281;Skåne län;12;Enskild;Geografi;260;123;137;98,1;~100;~100;14,3;14,9;13,9;
Lycksele;2481;Västerbottens län;24;Samtliga;Geografi;116;55;61;92,2;~100;..;12,7;13,0;12,5;
Lycksele;2481;Västerbottens län;24;Kommunal;Geografi;116;55;61;92,2;~100;..;12,7;13,0;12,5;
Lysekil;1484;Västra Götalands län;14;Samtliga;Geografi;145;76;69;93,1;~100;..;12,4;12,9;12,0;
Lysekil;1484;Västra Götalands län;14;Kommunal;Geografi;145;76;69;93,1;~100;..;12,4;12,9;12,0;
Malmö;1280;Skåne län;12;Samtliga;Geografi;2 808;1 327;1 481;85,6;86,7;84,6;12,3;12,8;11,9;
Malmö;1280;Skåne län;12;Kommunal;Geografi;2 389;1 124;1 265;83,7;84,9;82,7;12,0;12,5;11,6;
Malmö;1280;Skåne län;12;Enskild;Geografi;419;203;216;96,2;96,6;95,8;13,9;14,4;13,4;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Geografi;115;64;51;92,2;..;~100;12,8;13,5;12,0;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Geografi;115;64;51;92,2;..;~100;12,8;13,5;12,0;
Malå;2418;Västerbottens län;24;Samtliga;Geografi;35;19;16;~100;~100;~100;10,6;10,7;10,5;
Malå;2418;Västerbottens län;24;Kommunal;Geografi;35;19;16;~100;~100;~100;10,6;10,7;10,5;
Mariestad;1493;Västra Götalands län;14;Samtliga;Geografi;249;113;136;94,4;95,6;93,4;12,9;13,0;12,8;
Mariestad;1493;Västra Götalands län;14;Kommunal;Geografi;223;98;125;93,7;94,9;92,8;12,7;12,8;12,6;
Mariestad;1493;Västra Götalands län;14;Enskild;Geografi;26;15;11;100,0;100,0;100,0;14,3;14,3;14,3;
Mark;1463;Västra Götalands län;14;Samtliga;Geografi;331;174;157;92,7;94,3;91,1;13,7;14,4;13,1;
Mark;1463;Västra Götalands län;14;Kommunal;Geografi;317;166;151;92,4;94,0;90,7;13,8;14,5;13,0;
Mark;1463;Västra Götalands län;14;Enskild;Geografi;14;..;..;100,0;..;..;13,0;..;..;
Markaryd;0767;Kronobergs län;07;Samtliga;Geografi;126;57;69;81,0;86,0;76,8;11,6;12,6;10,7;
Markaryd;0767;Kronobergs län;07;Kommunal;Geografi;126;57;69;81,0;86,0;76,8;11,6;12,6;10,7;
Mellerud;1461;Västra Götalands län;14;Samtliga;Geografi;85;42;43;84,7;88,1;81,4;11,6;12,6;10,7;
Mellerud;1461;Västra Götalands län;14;Kommunal;Geografi;85;42;43;84,7;88,1;81,4;11,6;12,6;10,7;
Mjölby;0586;Östergötlands län;05;Samtliga;Geografi;345;173;172;89,9;94,2;85,5;12,2;13,1;11,2;
Mjölby;0586;Östergötlands län;05;Kommunal;Geografi;345;173;172;89,9;94,2;85,5;12,2;13,1;11,2;
Mora;2062;Dalarnas län;20;Samtliga;Geografi;235;106;129;92,8;92,5;93,0;12,7;13,1;12,4;
Mora;2062;Dalarnas län;20;Kommunal;Geografi;220;101;119;92,3;92,1;92,4;12,6;13,0;12,3;
Mora;2062;Dalarnas län;20;Enskild;Geografi;15;..;..;100,0;..;100,0;13,7;..;13,3;
Motala;0583;Östergötlands län;05;Samtliga;Geografi;489;239;250;93,5;94,1;92,8;13,0;13,8;12,2;
Motala;0583;Östergötlands län;05;Kommunal;Geografi;467;229;238;93,1;93,9;92,4;12,9;13,7;12,2;
Motala;0583;Östergötlands län;05;Enskild;Geografi;22;10;12;100,0;100,0;100,0;14,5;15,5;13,8;
Mullsjö;0642;Jönköpings län;06;Samtliga;Geografi;86;49;37;82,6;81,6;83,8;11,3;12,0;10,4;
Mullsjö;0642;Jönköpings län;06;Kommunal;Geografi;86;49;37;82,6;81,6;83,8;11,3;12,0;10,4;
Munkedal;1430;Västra Götalands län;14;Samtliga;Geografi;116;58;58;85,3;~100;..;12,3;14,2;10,5;
Munkedal;1430;Västra Götalands län;14;Kommunal;Geografi;116;58;58;85,3;~100;..;12,3;14,2;10,5;
Munkfors;1762;Värmlands län;17;Samtliga;Geografi;39;25;14;~100;~100;100,0;12,6;12,6;12,7;
Munkfors;1762;Värmlands län;17;Kommunal;Geografi;39;25;14;~100;~100;100,0;12,6;12,6;12,7;
Mölndal;1481;Västra Götalands län;14;Samtliga;Geografi;619;324;295;93,2;96,0;90,2;13,1;14,0;12,1;
Mölndal;1481;Västra Götalands län;14;Kommunal;Geografi;595;310;285;93,1;95,8;90,2;13,1;14,0;12,2;
Mölndal;1481;Västra Götalands län;14;Enskild;Geografi;24;14;10;~100;100,0;..;12,1;12,9;11,0;
Mönsterås;0861;Kalmar län;08;Samtliga;Geografi;152;83;69;89,5;86,7;92,8;12,2;11,9;12,4;
Mönsterås;0861;Kalmar län;08;Kommunal;Geografi;152;83;69;89,5;86,7;92,8;12,2;11,9;12,4;
Mörbylånga;0840;Kalmar län;08;Samtliga;Geografi;194;96;98;~100;~100;~100;14,9;15,2;14,5;
Mörbylånga;0840;Kalmar län;08;Kommunal;Geografi;194;96;98;~100;~100;~100;14,9;15,2;14,5;
Nacka;0182;Stockholms län;01;Samtliga;Geografi;1 173;564;609;96,0;95,6;96,4;14,8;15,2;14,5;
Nacka;0182;Stockholms län;01;Kommunal;Geografi;677;289;388;96,2;95,8;96,4;14,9;15,4;14,6;
Nacka;0182;Stockholms län;01;Enskild;Geografi;496;275;221;95,8;95,3;96,4;14,7;14,9;14,5;
Nora;1884;Örebro län;18;Samtliga;Geografi;125;66;59;87,2;92,4;81,4;11,9;13,6;10,1;
Nora;1884;Örebro län;18;Kommunal;Geografi;115;61;54;86,1;91,8;79,6;11,7;13,3;10,0;
Nora;1884;Örebro län;18;Enskild;Geografi;10;..;..;100,0;..;..;14,3;..;..;
Norberg;1962;Västmanlands län;19;Samtliga;Geografi;66;31;35;~100;~100;100,0;12,2;11,9;12,6;
Norberg;1962;Västmanlands län;19;Kommunal;Geografi;66;31;35;~100;~100;100,0;12,2;11,9;12,6;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Geografi;78;28;50;~100;~100;~100;14,0;15,3;13,3;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Geografi;69;26;43;~100;~100;~100;14,1;15,4;13,3;
Nordanstig;2132;Gävleborgs län;21;Enskild;Geografi;..;..;..;..;..;..;..;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;Geografi;67;32;35;92,5;~100;~100;12,5;13,8;11,3;
Nordmaling;2401;Västerbottens län;24;Kommunal;Geografi;67;32;35;92,5;~100;~100;12,5;13,8;11,3;
Nordmaling;2401;Västerbottens län;24;Enskild;Geografi;.;.;.;.;.;.;.;.;.;
Norrköping;0581;Östergötlands län;05;Samtliga;Geografi;1 580;791;789;92,5;93,6;91,4;13,0;13,7;12,4;
Norrköping;0581;Östergötlands län;05;Kommunal;Geografi;1 202;609;593;91,5;93,3;89,7;12,9;13,6;12,2;
Norrköping;0581;Östergötlands län;05;Enskild;Geografi;378;182;196;95,5;94,5;96,4;13,4;14,0;12,8;
Norrtälje;0188;Stockholms län;01;Samtliga;Geografi;400;213;187;97,0;~100;..;14,1;14,6;13,6;
Norrtälje;0188;Stockholms län;01;Kommunal;Geografi;302;154;148;96,7;~100;..;14,4;15,0;13,8;
Norrtälje;0188;Stockholms län;01;Enskild;Geografi;98;59;39;~100;~100;100,0;13,3;13,5;12,9;
Norsjö;2417;Västerbottens län;24;Samtliga;Geografi;.;.;.;.;.;.;.;.;.;
Norsjö;2417;Västerbottens län;24;Kommunal;Geografi;.;.;.;.;.;.;.;.;.;
Nybro;0881;Kalmar län;08;Samtliga;Geografi;197;89;108;86,3;89,9;83,3;12,3;12,9;11,7;
Nybro;0881;Kalmar län;08;Kommunal;Geografi;184;86;98;85,3;89,5;81,6;12,2;12,9;11,5;
Nybro;0881;Kalmar län;08;Enskild;Geografi;13;..;..;100,0;..;100,0;13,7;..;13,3;
Nykvarn;0140;Stockholms län;01;Samtliga;Geografi;182;85;97;~100;~100;~100;12,7;13,3;12,2;
Nykvarn;0140;Stockholms län;01;Kommunal;Geografi;182;85;97;~100;~100;~100;12,7;13,3;12,2;
